Clocked by phi2
Qualified by CE for LCD controller

Looks like only secodn clock pulse is valid data so removed invalid


STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  OP       CE      
 0121     0C      0    1   1        11111111 1111                             
 0123     03      D    1   1        11111111 1111                             
 0125     03      F    1   1        11111111 1111                             
 0127     04      F    1   1        11111111 1111                             
 0129     05      F    1   1        11111111 1111                             
 0131     06      F    1   1        11111111 1111                             
 0133     07      F    1   1        11111111 1111                             
 0135     08      F    1   1        11111111 1111                             
 0137     09      F    1   1        11111111 1111                             
 0139     0A      F    1   1        11111111 1111                             
 0141     0B      F    1   1        11111111 1111                             
 0143     0C      F    1   1        11111111 1111                             
 0145     03      F    1   1        11111111 1111                             
 0147     04      F    1   1        11111111 1111                             
 0149     05      F    1   1        11111111 1111                             
 0151     06      F    1   1        11111111 1111                             
 0153     07      F    1   1        11111111 1111                             
 0155     08      F    1   1        11111111 1111                             
 0157     09      F    1   1        11111111 1111                             
 0159     0A      F    1   1        11111111 1111                             
 0161     0B      F    1   1        11111111 1111                             
 0163     0C      C    1   1        11111111 1111    This is the C of 4C (M)                             
 0165     03      C    1   1        11111111 1111                             
 0167     03      0    1   1        11111111 1111                             
 0169     04      0    1   1        11111111 1111                             
 0171     05      0    1   1        11111111 1111                             
 0173     06      0    1   1        11111111 1111                             
 0175     07      0    1   1        11111111 1111                             
 0177     08      0    1   1        11111111 1111                             
 0179     09      0    1   1        11111111 1111                             
 0181     0A      0    1   1        11111111 1111                             
 0183     0B      0    1   1        11111111 1111                             
 0185     0C      4    1   1        11111111 1111   This is the 4 of 4C                           
 0187     03      C    1   1        11111111 1111                             
 0189     04      0    1   1        11111111 1111                             
 0191     05      8    1   1        11111111 1111                             
 0193     00      B    1   1        11111111 1111                             
 0195     03      C    1   1        11111111 1111                             
 0197     04      0    1   1        11111111 1111                             
 0199     05      8    1   1        11111111 1111                             
 0201     03      0    1   1        11111111 1111                             
 0203     04      0    1   1        11111111 1111                             
 0205     05      0    1   1        11111111 1111                             
 0207     06      0    1   1        11111111 1111                             
 0209     07      0    1   1        11111111 1111                             
 0211     08      0    1   1        11111111 1111                             
 0213     09      0    1   1        11111111 1111                             
 0215     0A      0    1   1        11111111 1111                             
 0217     0B      0    1   1        11111111 1111                             
 0219     0C      4    1   1        11111111 1111   This is the 4 of 4C
 0221     03      D    1   1        11111111 1111                             
 0223     03      F    1   1        11111111 1111                             
 0225     04      F    1   1        11111111 1111                             
 0227     05      F    1   1        11111111 1111                             
 0229     06      F    1   1        11111111 1111                             
 0231     07      F    1   1        11111111 1111                             
 0233     08      F    1   1        11111111 1111                             
 0235     09      F    1   1        11111111 1111                             
 0237     0A      F    1   1        11111111 1111                             
 0239     0B      F    1   1        11111111 1111                             
 0241     0C      C    1   1        11111111 1111   This is also C of 4C (M)
 0243     03      E    1   1        11111111 1111                             
 0245     04      0    1   1        11111111 1111                             
 0247     05      8    1   1        11111111 1111                             
 0249     03      0    1   1        11111111 1111                             
 0251     04      0    1   1        11111111 1111                             
 0253     05      0    1   1        11111111 1111                             
 0255     06      0    1   1        11111111 1111                             
 0257     07      0    1   1        11111111 1111                             
 0259     08      0    1   1        11111111 1111                             
 0261     09      0    1   1        11111111 1111                             
 0263     0A      0    1   1        11111111 1111                             
 0265     0B      0    1   1        11111111 1111                             
 0267     0C      0    1   1        11111111 1111                             
 0269     03      F    1   1        11111111 1111                             
 0271     03      F    1   1        11111111 1111                             
 0273     04      F    1   1        11111111 1111                             
 0275     05      F    1   1        11111111 1111                             
 0277     06      F    1   1        11111111 1111                             
 0279     07      F    1   1        11111111 1111                             
 0281     08      F    1   1        11111111 1111                             
 0283     09      F    1   1        11111111 1111                             
 0285     0A      F    1   1        11111111 1111                             
 0287     0B      F    1   1        11111111 1111                             
 0289     0C      F    1   1        11111111 1111                             
 0291     09      0    1   1        11111111 1111                             
 0293     0A      0    1   1        11111111 1111                             
 0295     0B      0    1   1        11111111 1111                             
 0297     01      B    1   1        11111111 1111                             
 0299     02      B    1   1        11111111 1111                             
